delivery_id,order_id,delivery_person_id,delivery_status,distance,delivery_time,estimated_time,delivery_fee,vehicle_type,delay_minutes,sla_breach_flag,distance_tier
976,501,471,Pending,21.05,58,62,16.9,Scooter,0,Within SLA,Long Distance
977,1046,202,On the way,33.1,22,27,10.17,Bike,0,Within SLA,Long Distance
978,1292,293,On the way,6.32,39,21,10.82,Bike,18,Breached,Medium Distance
979,470,288,On the way,9.59,32,33,6.83,Moped,0,Within SLA,Medium Distance
980,968,326,Delivered,40.26,57,68,19.38,Electric Scooter,0,Within SLA,Long Distance
981,505,330,Pending,10.41,21,50,2.9,Moped,0,Within SLA,Medium Distance
982,1500,410,Delivered,9.67,16,58,27.2,Bike,0,Within SLA,Medium Distance
983,160,44,Pending,1.77,39,65,17.19,Moped,0,Within SLA,Short Distance
984,987,236,Cancelled,29.02,46,44,12.37,Moped,2,Within SLA,Long Distance
985,933,84,Delivered,28.79,17,70,15.12,Scooter,0,Within SLA,Long Distance
986,453,77,Cancelled,45.16,43,40,36.82,Electric Bike,3,Within SLA,Long Distance
987,851,126,On the way,11.59,46,56,41.17,Scooter,0,Within SLA,Medium Distance
988,1191,237,On the way,7.18,57,60,15.77,Electric Scooter,0,Within SLA,Medium Distance
989,295,496,Delivered,30.44,56,26,28.69,Bike,30,Breached,Long Distance
990,50,21,Pending,31.51,22,38,45.22,Scooter,0,Within SLA,Long Distance
991,1102,319,Delivered,18.42,21,61,14.96,Scooter,0,Within SLA,Medium Distance
992,1482,225,Pending,37.62,23,39,3.33,Electric Bike,0,Within SLA,Long Distance
993,280,205,On the way,22.99,51,54,49.6,Motorcycle,0,Within SLA,Long Distance
994,992,152,On the way,1.44,29,45,23.04,Electric Bike,0,Within SLA,Short Distance
995,1211,51,Cancelled,41.51,47,53,16.52,Motorcycle,0,Within SLA,Long Distance
996,792,34,Pending,16.99,38,36,1.68,Electric Scooter,2,Within SLA,Medium Distance
997,652,230,Pending,34.39,54,48,34.05,Electric Bike,6,Breached,Long Distance
998,840,424,Delivered,39.16,16,58,45.93,Motorcycle,0,Within SLA,Long Distance
999,1446,98,Pending,30.44,35,32,43.9,Motorcycle,3,Within SLA,Long Distance
1000,798,447,On the way,32.62,52,40,28.35,Scooter,12,Breached,Long Distance
1001,801,244,Cancelled,35.38,37,50,4.93,Scooter,0,Within SLA,Long Distance
1002,378,377,Cancelled,32.44,41,61,25.91,Motorcycle,0,Within SLA,Long Distance
1003,1477,348,On the way,39.19,55,66,36.4,Bike,0,Within SLA,Long Distance
1004,1355,473,Pending,6.84,46,64,28.63,Motorcycle,0,Within SLA,Medium Distance
1005,605,206,On the way,18.36,50,63,29.91,Moped,0,Within SLA,Medium Distance
1006,343,153,On the way,25.66,16,36,23.32,Scooter,0,Within SLA,Long Distance
1007,1077,46,Delivered,35.17,37,56,3.98,Electric Bike,0,Within SLA,Long Distance
1008,64,248,On the way,28.03,53,57,9.37,Scooter,0,Within SLA,Long Distance
1009,1196,94,On the way,22.94,18,29,38.81,Electric Bike,0,Within SLA,Long Distance
1010,1413,453,Cancelled,40.12,26,32,46.55,Electric Scooter,0,Within SLA,Long Distance
1011,884,300,On the way,11.59,28,31,25.96,Electric Bike,0,Within SLA,Medium Distance
1012,383,15,Delivered,45.47,57,44,13.33,Electric Scooter,13,Breached,Long Distance
1013,894,439,Delivered,6.44,27,52,12.51,Scooter,0,Within SLA,Medium Distance
1014,95,50,Cancelled,33.49,17,31,16.72,Electric Bike,0,Within SLA,Long Distance
1015,1477,433,On the way,44.49,49,59,2.65,Electric Scooter,0,Within SLA,Long Distance
1016,1062,449,Pending,31.04,19,42,48.8,Electric Scooter,0,Within SLA,Long Distance
1017,963,74,On the way,27.15,24,42,39.89,Electric Bike,0,Within SLA,Long Distance
1018,127,260,Delivered,2.42,58,29,25.7,Moped,29,Breached,Short Distance
1019,881,324,Pending,44.8,15,43,45.63,Electric Scooter,0,Within SLA,Long Distance
1020,331,463,On the way,11.99,51,61,12.5,Motorcycle,0,Within SLA,Medium Distance
1021,576,498,Cancelled,1.25,60,28,5.43,Electric Scooter,32,Breached,Short Distance
1022,676,135,Cancelled,27.33,30,46,37.07,Scooter,0,Within SLA,Long Distance
1023,1410,241,Delivered,5.98,43,39,40.24,Motorcycle,4,Within SLA,Medium Distance
1024,804,120,Pending,29.5,52,60,34.25,Scooter,0,Within SLA,Long Distance
1025,650,367,On the way,1.97,50,20,6.59,Electric Bike,30,Breached,Short Distance
1026,766,254,Cancelled,41.45,39,54,36.71,Bike,0,Within SLA,Long Distance
1027,1224,295,On the way,31.79,56,25,36,Bike,31,Breached,Long Distance
1028,342,68,Delivered,11.34,52,48,12.82,Electric Bike,4,Within SLA,Medium Distance
1029,922,430,Cancelled,48.53,23,56,7.63,Scooter,0,Within SLA,Long Distance
1030,1345,286,Pending,33.1,44,23,48.91,Electric Scooter,21,Breached,Long Distance
1031,52,341,On the way,4.26,49,35,4.61,Electric Scooter,14,Breached,Short Distance
1032,391,491,Delivered,4.07,20,25,36.83,Moped,0,Within SLA,Short Distance
1033,125,177,Delivered,32.12,15,66,29.91,Bike,0,Within SLA,Long Distance
1034,375,478,Pending,49.78,60,48,16.29,Motorcycle,12,Breached,Long Distance
1035,47,354,Cancelled,9.2,41,55,23.63,Scooter,0,Within SLA,Medium Distance
1036,1340,194,Delivered,34.55,33,26,0.98,Moped,7,Breached,Long Distance
1037,315,436,On the way,9.56,22,51,7.93,Scooter,0,Within SLA,Medium Distance
1038,703,455,Delivered,7.43,33,36,25.09,Electric Bike,0,Within SLA,Medium Distance
1039,360,19,Delivered,21.47,18,51,35.88,Electric Scooter,0,Within SLA,Long Distance
1040,204,268,Pending,29.33,25,64,41.04,Scooter,0,Within SLA,Long Distance
1041,1325,34,Delivered,35.69,16,33,4.2,Scooter,0,Within SLA,Long Distance
1042,1047,202,On the way,19.3,45,59,43.51,Moped,0,Within SLA,Medium Distance
1043,277,125,Delivered,44.88,49,64,0.59,Bike,0,Within SLA,Long Distance
1044,246,111,Delivered,45.3,53,42,48.75,Scooter,11,Breached,Long Distance
1045,967,216,On the way,11.99,38,29,16.98,Bike,9,Breached,Medium Distance
1046,1360,183,On the way,48.32,57,44,18.85,Moped,13,Breached,Long Distance
1047,871,297,Delivered,24.26,58,49,42.74,Electric Bike,9,Breached,Long Distance
1048,847,193,Pending,13.38,37,65,40.99,Scooter,0,Within SLA,Medium Distance
1049,733,455,Pending,45.09,48,62,31.11,Moped,0,Within SLA,Long Distance
1050,1247,364,On the way,3.34,57,67,41,Scooter,0,Within SLA,Short Distance
1051,978,370,Cancelled,35.57,28,39,14.67,Bike,0,Within SLA,Long Distance
1052,981,474,Pending,29.84,36,32,8.26,Scooter,4,Within SLA,Long Distance
1053,77,299,On the way,4.05,21,70,48.39,Electric Scooter,0,Within SLA,Short Distance
1054,506,114,On the way,23.09,59,37,42.39,Bike,22,Breached,Long Distance
1055,669,270,Delivered,20.39,44,37,46.93,Motorcycle,7,Breached,Long Distance
1056,1117,112,Pending,19.47,24,32,26.21,Moped,0,Within SLA,Medium Distance
1057,638,448,On the way,18.4,40,46,16.22,Scooter,0,Within SLA,Medium Distance
1058,1173,47,Pending,46.09,33,50,49.6,Motorcycle,0,Within SLA,Long Distance
1059,456,83,Cancelled,26.9,32,32,31.64,Scooter,0,Within SLA,Long Distance
1060,1422,161,Pending,2.41,40,45,13.69,Bike,0,Within SLA,Short Distance
1061,385,384,On the way,5.14,22,64,3.17,Bike,0,Within SLA,Medium Distance
1062,726,139,Cancelled,20.33,57,41,25.52,Moped,16,Breached,Long Distance
1063,72,278,On the way,30.92,41,50,21.62,Motorcycle,0,Within SLA,Long Distance
1064,1095,477,Pending,3.14,34,41,6.55,Motorcycle,0,Within SLA,Short Distance
1065,958,268,On the way,25.88,56,69,23.2,Electric Scooter,0,Within SLA,Long Distance
1066,1139,340,On the way,34.61,22,62,4.72,Scooter,0,Within SLA,Long Distance
1067,733,279,Pending,35.94,30,42,13.5,Electric Bike,0,Within SLA,Long Distance
1068,1081,28,Delivered,28.42,34,65,14,Electric Scooter,0,Within SLA,Long Distance
1069,1152,250,Delivered,11.47,40,28,44.16,Motorcycle,12,Breached,Medium Distance
1070,33,378,Cancelled,48.83,51,37,14.82,Bike,14,Breached,Long Distance
1071,1046,380,Cancelled,44.9,58,62,22.15,Moped,0,Within SLA,Long Distance
1072,148,148,On the way,48.3,20,65,11.23,Bike,0,Within SLA,Long Distance
1073,330,183,Pending,10.11,53,36,26.33,Electric Bike,17,Breached,Medium Distance
1074,269,176,On the way,29.14,41,59,47.45,Bike,0,Within SLA,Long Distance
1075,338,457,On the way,46.17,22,42,4.54,Bike,0,Within SLA,Long Distance
1076,417,375,Delivered,43.38,20,67,9.67,Motorcycle,0,Within SLA,Long Distance
1077,131,99,On the way,4.97,32,67,25,Electric Bike,0,Within SLA,Short Distance
1078,1447,224,Delivered,2.44,29,24,41.22,Bike,5,Within SLA,Short Distance
1079,1061,123,Pending,12.16,22,45,37.16,Bike,0,Within SLA,Medium Distance
1080,1093,112,On the way,20.86,40,32,2.88,Electric Bike,8,Breached,Long Distance
1081,365,69,Pending,18.35,21,61,12.02,Scooter,0,Within SLA,Medium Distance
1082,267,27,Delivered,24,35,36,41.82,Electric Bike,0,Within SLA,Long Distance
1083,295,382,On the way,33.83,28,65,35.99,Motorcycle,0,Within SLA,Long Distance
1084,1108,288,Pending,14.54,23,40,2.12,Electric Scooter,0,Within SLA,Medium Distance
1085,1189,489,On the way,12.56,48,50,5.89,Electric Scooter,0,Within SLA,Medium Distance
1086,94,123,Delivered,29.99,48,39,40.99,Scooter,9,Breached,Long Distance
1087,621,301,Pending,46.19,60,30,22.88,Electric Bike,30,Breached,Long Distance
1088,1386,137,On the way,9.21,26,28,35.12,Electric Scooter,0,Within SLA,Medium Distance
1089,1403,300,Pending,4.77,33,49,39.36,Electric Scooter,0,Within SLA,Short Distance
1090,1378,131,Cancelled,6.04,53,21,10.02,Moped,32,Breached,Medium Distance
1091,1214,411,Cancelled,2.62,19,65,4.85,Scooter,0,Within SLA,Short Distance
1092,229,143,Cancelled,38.52,46,58,8.65,Scooter,0,Within SLA,Long Distance
1093,225,434,Cancelled,25.33,52,45,15.42,Scooter,7,Breached,Long Distance
1094,392,27,Pending,32.41,22,35,11.68,Bike,0,Within SLA,Long Distance
1095,669,443,On the way,10.51,16,56,33.81,Bike,0,Within SLA,Medium Distance
1096,746,89,Cancelled,31.35,49,65,42.89,Scooter,0,Within SLA,Long Distance
1097,433,265,Cancelled,11.47,18,58,24.79,Electric Bike,0,Within SLA,Medium Distance
1098,1447,116,Pending,25.07,16,50,32.19,Moped,0,Within SLA,Long Distance
1099,709,438,On the way,36.32,50,51,36.12,Electric Bike,0,Within SLA,Long Distance
1100,914,110,Delivered,26.71,46,39,47.05,Scooter,7,Breached,Long Distance
1101,235,191,On the way,48.8,21,66,24.01,Bike,0,Within SLA,Long Distance
1102,93,186,On the way,48.19,47,60,21.81,Bike,0,Within SLA,Long Distance
1103,1372,273,Delivered,35.18,17,50,10.89,Motorcycle,0,Within SLA,Long Distance
1104,819,231,Delivered,22.83,45,34,37.45,Motorcycle,11,Breached,Long Distance
1105,171,332,Pending,3.57,48,27,27.31,Motorcycle,21,Breached,Short Distance
1106,410,421,On the way,11.56,40,25,17.54,Motorcycle,15,Breached,Medium Distance
1107,740,443,Delivered,19.9,34,36,45.15,Bike,0,Within SLA,Medium Distance
1108,575,478,Delivered,9.62,56,59,44.38,Motorcycle,0,Within SLA,Medium Distance
1109,1327,263,Delivered,49.57,25,51,8.17,Moped,0,Within SLA,Long Distance
1110,1335,447,On the way,46.84,15,36,23.99,Bike,0,Within SLA,Long Distance
1111,1194,372,Pending,34.13,22,66,5.66,Electric Scooter,0,Within SLA,Long Distance
1112,1150,18,On the way,11.15,53,26,34.35,Moped,27,Breached,Medium Distance
1113,996,292,On the way,43.91,42,69,17.12,Electric Scooter,0,Within SLA,Long Distance
1114,1194,382,Pending,14.03,19,36,16.69,Scooter,0,Within SLA,Medium Distance
1115,163,464,Pending,17.74,45,30,49.44,Moped,15,Breached,Medium Distance
1116,642,282,Pending,35.3,60,52,25.07,Scooter,8,Breached,Long Distance
1117,618,432,Delivered,16.12,55,65,45.39,Electric Bike,0,Within SLA,Medium Distance
1118,1460,151,Pending,23.33,21,39,19.72,Electric Bike,0,Within SLA,Long Distance
1119,135,75,Delivered,49.57,15,65,28.4,Electric Bike,0,Within SLA,Long Distance
1120,1,143,Pending,32.11,24,61,47.41,Motorcycle,0,Within SLA,Long Distance
1121,1431,222,Delivered,37.29,58,32,6.76,Electric Scooter,26,Breached,Long Distance
1122,653,184,Pending,11.55,39,54,22.88,Moped,0,Within SLA,Medium Distance
1123,384,317,Pending,34.01,47,40,28.78,Bike,7,Breached,Long Distance
1124,1258,418,On the way,11.6,59,69,14.35,Scooter,0,Within SLA,Medium Distance
1125,359,208,Cancelled,4.34,59,21,21.87,Electric Scooter,38,Breached,Short Distance
1126,1216,233,Delivered,44.62,48,51,22.43,Electric Scooter,0,Within SLA,Long Distance
1127,1248,419,Pending,32.61,51,55,16.38,Motorcycle,0,Within SLA,Long Distance
1128,1270,136,On the way,31.56,54,29,32.04,Motorcycle,25,Breached,Long Distance
1129,1104,103,Delivered,23.66,26,38,11.28,Motorcycle,0,Within SLA,Long Distance
1130,508,179,Delivered,2.35,21,69,27.72,Electric Bike,0,Within SLA,Short Distance
1131,1043,196,On the way,34.01,41,34,49.31,Electric Bike,7,Breached,Long Distance
1132,1357,251,Delivered,20.54,44,29,38.77,Motorcycle,15,Breached,Long Distance
1133,1054,367,Delivered,25.99,39,53,19.7,Electric Scooter,0,Within SLA,Long Distance
1134,355,48,Delivered,38.27,24,21,47.73,Electric Bike,3,Within SLA,Long Distance
1135,280,264,On the way,6.64,28,40,6.14,Moped,0,Within SLA,Medium Distance
1136,1096,52,Cancelled,38.76,24,31,18.25,Bike,0,Within SLA,Long Distance
1137,1307,297,Delivered,36.58,43,34,3.37,Electric Bike,9,Breached,Long Distance
1138,818,175,Delivered,8.81,49,61,16.96,Scooter,0,Within SLA,Medium Distance
1139,1351,465,On the way,39.9,54,39,6.85,Electric Scooter,15,Breached,Long Distance
1140,934,486,Delivered,9.96,50,26,37.03,Electric Bike,24,Breached,Medium Distance
1141,310,113,Pending,40.64,55,53,40.97,Scooter,2,Within SLA,Long Distance
1142,239,119,Pending,42.84,35,49,41.76,Scooter,0,Within SLA,Long Distance
1143,636,427,On the way,13.17,49,27,49.98,Motorcycle,22,Breached,Medium Distance
1144,155,23,On the way,8.51,41,61,33.01,Electric Scooter,0,Within SLA,Medium Distance
1145,1092,296,Pending,41.37,56,20,40.19,Electric Bike,36,Breached,Long Distance
1146,103,78,Pending,46.41,43,60,22.69,Electric Bike,0,Within SLA,Long Distance
1147,497,233,Cancelled,28.87,39,43,16.51,Motorcycle,0,Within SLA,Long Distance
1148,584,420,Delivered,7.9,26,43,0.84,Electric Scooter,0,Within SLA,Medium Distance
1149,671,144,Delivered,42.05,28,42,2.6,Electric Scooter,0,Within SLA,Long Distance
1150,102,200,Cancelled,46.48,59,61,1.48,Electric Scooter,0,Within SLA,Long Distance
1151,521,169,Delivered,49.57,58,47,0.68,Motorcycle,11,Breached,Long Distance
1152,1178,57,On the way,29.18,28,49,25.16,Bike,0,Within SLA,Long Distance
1153,919,173,On the way,20.32,15,40,2.3,Scooter,0,Within SLA,Long Distance
1154,163,335,On the way,45.59,22,27,48.89,Electric Bike,0,Within SLA,Long Distance
1155,970,93,Cancelled,11.6,54,67,22.28,Electric Bike,0,Within SLA,Medium Distance
1156,186,357,On the way,7.19,54,30,45.23,Scooter,24,Breached,Medium Distance
1157,23,414,On the way,4.91,45,51,21.83,Bike,0,Within SLA,Short Distance
1158,447,33,Cancelled,19.25,19,30,46.3,Scooter,0,Within SLA,Medium Distance
1159,733,367,On the way,42.65,59,70,10.01,Electric Bike,0,Within SLA,Long Distance
1160,519,497,Delivered,30.05,38,43,22.44,Scooter,0,Within SLA,Long Distance
1161,435,83,On the way,13.63,51,31,41.54,Scooter,20,Breached,Medium Distance
1162,649,54,Cancelled,27.84,31,22,41.81,Electric Bike,9,Breached,Long Distance
1163,205,403,Delivered,7.86,60,22,4.12,Electric Bike,38,Breached,Medium Distance
1164,187,469,On the way,20.5,34,23,30.19,Electric Bike,11,Breached,Long Distance
1165,997,285,Cancelled,44.17,58,52,31.39,Electric Bike,6,Breached,Long Distance
1166,1277,101,Pending,5.91,51,49,22.9,Moped,2,Within SLA,Medium Distance
1167,181,127,Pending,31.32,38,38,26.7,Scooter,0,Within SLA,Long Distance
1168,694,393,Delivered,8.36,37,31,18.77,Motorcycle,6,Breached,Medium Distance
1169,877,258,On the way,6.91,55,36,36.53,Motorcycle,19,Breached,Medium Distance
1170,815,348,Pending,33.32,27,43,4.46,Scooter,0,Within SLA,Long Distance
1171,484,7,Pending,45.29,38,42,7.97,Bike,0,Within SLA,Long Distance
1172,804,432,Pending,12.58,21,44,0.34,Electric Bike,0,Within SLA,Medium Distance
1173,1450,459,Delivered,11.24,26,36,14.63,Scooter,0,Within SLA,Medium Distance
1174,1374,99,On the way,42.13,30,55,40.78,Scooter,0,Within SLA,Long Distance
1175,1492,180,Delivered,26.87,47,51,39.36,Electric Scooter,0,Within SLA,Long Distance
1176,872,432,Pending,10.8,42,68,9.01,Electric Bike,0,Within SLA,Medium Distance
1177,589,77,Delivered,21.78,33,31,29.93,Bike,2,Within SLA,Long Distance
1178,429,17,On the way,11.82,53,21,45.13,Motorcycle,32,Breached,Medium Distance
1179,631,255,Cancelled,11.7,32,41,31.53,Scooter,0,Within SLA,Medium Distance
1180,1,302,Cancelled,1,22,31,40.72,Motorcycle,0,Within SLA,Short Distance
1181,374,353,Delivered,45.69,44,60,10.72,Electric Bike,0,Within SLA,Long Distance
1182,122,232,Delivered,8.54,17,54,47.42,Electric Bike,0,Within SLA,Medium Distance
1183,269,61,Cancelled,16.83,17,49,3.98,Electric Bike,0,Within SLA,Medium Distance
1184,1330,353,Delivered,20.81,40,60,34.37,Motorcycle,0,Within SLA,Long Distance
1185,1309,68,Delivered,23.12,48,66,45.77,Electric Scooter,0,Within SLA,Long Distance
1186,797,463,On the way,6.7,58,38,40.51,Electric Scooter,20,Breached,Medium Distance
1187,814,84,Cancelled,5.86,51,22,23.77,Electric Scooter,29,Breached,Medium Distance
1188,231,253,On the way,8.32,18,36,35.6,Scooter,0,Within SLA,Medium Distance
1189,1423,283,Cancelled,32.47,52,33,49.43,Bike,19,Breached,Long Distance
1190,452,192,On the way,23.73,59,68,9.08,Scooter,0,Within SLA,Long Distance
1191,55,3,Pending,27.99,48,33,3.96,Scooter,15,Breached,Long Distance
1192,1015,139,On the way,9,42,43,14.79,Moped,0,Within SLA,Medium Distance
1193,658,57,On the way,29.54,36,48,26.04,Scooter,0,Within SLA,Long Distance
1194,294,263,Cancelled,5.56,29,65,12.09,Scooter,0,Within SLA,Medium Distance
1195,1359,475,Pending,48.12,35,48,21.91,Scooter,0,Within SLA,Long Distance
1196,878,116,Cancelled,16.72,57,64,44.26,Electric Scooter,0,Within SLA,Medium Distance
1197,1427,290,Cancelled,8.57,26,50,4.96,Electric Scooter,0,Within SLA,Medium Distance
1198,923,356,Delivered,20.76,30,60,49.23,Electric Scooter,0,Within SLA,Long Distance
1199,128,162,Cancelled,32.75,40,31,23.59,Scooter,9,Breached,Long Distance
1200,93,280,Pending,39.45,16,63,0.8,Electric Bike,0,Within SLA,Long Distance
1201,516,93,Pending,18.29,32,45,29.09,Scooter,0,Within SLA,Medium Distance
1202,1040,223,Delivered,23.55,31,51,46.71,Electric Bike,0,Within SLA,Long Distance
1203,763,56,On the way,25.35,31,66,23.97,Moped,0,Within SLA,Long Distance
1204,471,14,On the way,13.84,38,40,12.85,Moped,0,Within SLA,Medium Distance
1205,1076,125,Cancelled,45.64,20,49,20.7,Scooter,0,Within SLA,Long Distance
1206,381,78,Delivered,19.75,26,29,23.99,Electric Bike,0,Within SLA,Medium Distance
1207,1026,295,Cancelled,21.2,44,25,38.15,Electric Scooter,19,Breached,Long Distance
1208,1262,305,On the way,23.12,46,52,15.45,Electric Bike,0,Within SLA,Long Distance
1209,257,19,Delivered,26.78,31,30,23.4,Moped,1,Within SLA,Long Distance
1210,405,293,On the way,4.75,43,66,36.63,Electric Bike,0,Within SLA,Short Distance
1211,17,275,On the way,7.79,40,35,18.32,Electric Bike,5,Within SLA,Medium Distance
1212,794,136,Cancelled,10.75,16,67,12.83,Moped,0,Within SLA,Medium Distance
1213,51,237,Pending,11.43,16,55,45.18,Bike,0,Within SLA,Medium Distance
1214,67,267,Delivered,1.79,30,30,14.7,Scooter,0,Within SLA,Short Distance
1215,738,149,Cancelled,3.31,28,34,11.87,Bike,0,Within SLA,Short Distance
1216,872,486,Pending,15.54,22,27,42.14,Motorcycle,0,Within SLA,Medium Distance
1217,1247,240,Delivered,35.38,52,34,18.12,Electric Scooter,18,Breached,Long Distance
1218,1470,97,Pending,14.07,53,57,30,Scooter,0,Within SLA,Medium Distance
1219,873,311,Pending,46.43,43,41,0.28,Electric Bike,2,Within SLA,Long Distance
1220,182,89,On the way,9.16,52,36,49.67,Motorcycle,16,Breached,Medium Distance
1221,573,432,Pending,15.81,44,45,3.67,Motorcycle,0,Within SLA,Medium Distance
1222,114,401,Delivered,38.07,52,41,25.46,Electric Scooter,11,Breached,Long Distance
1223,1232,64,On the way,17.23,40,44,17.94,Bike,0,Within SLA,Medium Distance
1224,1092,333,On the way,14.93,28,38,23.56,Electric Bike,0,Within SLA,Medium Distance
1225,1381,425,Delivered,41.27,25,60,22.18,Electric Bike,0,Within SLA,Long Distance
1226,1371,452,Cancelled,43.7,41,70,40.37,Moped,0,Within SLA,Long Distance
1227,718,51,Delivered,31.59,41,55,17.19,Moped,0,Within SLA,Long Distance
1228,1315,155,On the way,5.91,33,70,46.71,Motorcycle,0,Within SLA,Medium Distance
1229,455,467,On the way,24.51,36,62,46.06,Electric Bike,0,Within SLA,Long Distance
1230,1302,174,Pending,10.61,16,51,24.35,Bike,0,Within SLA,Medium Distance
1231,1486,418,Cancelled,13.2,37,26,40.16,Motorcycle,11,Breached,Medium Distance
1232,1492,117,On the way,43.47,51,46,3.02,Moped,5,Within SLA,Long Distance
1233,891,265,Pending,44.77,41,20,21.7,Motorcycle,21,Breached,Long Distance
1234,1334,364,Cancelled,14.48,48,56,16.71,Scooter,0,Within SLA,Medium Distance
1235,611,188,Cancelled,23.64,27,55,7.49,Bike,0,Within SLA,Long Distance
1236,233,112,Cancelled,46.02,15,37,16.21,Scooter,0,Within SLA,Long Distance
1237,12,420,On the way,27.97,36,32,42.21,Scooter,4,Within SLA,Long Distance
1238,1496,118,Delivered,23.77,24,67,46.36,Moped,0,Within SLA,Long Distance
1239,308,92,On the way,40.9,45,28,28.03,Moped,17,Breached,Long Distance
1240,375,28,Pending,14.6,22,69,34.88,Motorcycle,0,Within SLA,Medium Distance
1241,683,125,Delivered,37.67,49,54,15.87,Moped,0,Within SLA,Long Distance
1242,764,239,Cancelled,24.1,38,53,44.78,Bike,0,Within SLA,Long Distance
1243,101,288,Pending,42.92,27,61,28.27,Motorcycle,0,Within SLA,Long Distance
1244,89,256,Cancelled,6.83,55,35,33.48,Bike,20,Breached,Medium Distance
1245,338,432,Delivered,30.98,20,40,31.85,Electric Bike,0,Within SLA,Long Distance
1246,1035,384,Delivered,34.92,34,36,44.12,Electric Bike,0,Within SLA,Long Distance
1247,1196,162,Delivered,24.24,53,51,17.8,Bike,2,Within SLA,Long Distance
1248,994,150,Delivered,19.63,32,48,45.21,Motorcycle,0,Within SLA,Medium Distance
1249,125,313,On the way,24.24,21,33,26.48,Motorcycle,0,Within SLA,Long Distance
1250,100,284,Pending,40.03,42,59,34.15,Moped,0,Within SLA,Long Distance
1251,266,94,Delivered,4.11,26,25,37.8,Scooter,1,Within SLA,Short Distance
1252,286,449,Cancelled,16.17,28,70,20.7,Electric Bike,0,Within SLA,Medium Distance
1253,1264,29,Pending,49.97,15,38,41.53,Electric Bike,0,Within SLA,Long Distance
1254,1438,74,Delivered,25.7,19,38,43.88,Motorcycle,0,Within SLA,Long Distance
1255,687,39,Delivered,41.04,41,42,2.48,Scooter,0,Within SLA,Long Distance
1256,38,386,Delivered,23.5,20,41,37.2,Moped,0,Within SLA,Long Distance
1257,195,388,Delivered,42.57,57,20,24.62,Moped,37,Breached,Long Distance
1258,644,140,Cancelled,34.15,32,66,18.24,Scooter,0,Within SLA,Long Distance
1259,557,239,Cancelled,6.02,36,64,10.79,Electric Bike,0,Within SLA,Medium Distance
1260,1054,136,Cancelled,41.64,50,40,1.6,Moped,10,Breached,Long Distance
1261,190,338,Delivered,42.38,15,64,39.45,Bike,0,Within SLA,Long Distance
1262,1405,116,Delivered,1.86,46,44,39.14,Electric Scooter,2,Within SLA,Short Distance
1263,662,373,Pending,23.44,19,26,22.45,Electric Bike,0,Within SLA,Long Distance
1264,280,408,Pending,21.64,34,67,1.55,Bike,0,Within SLA,Long Distance
1265,65,256,Pending,2.87,17,66,39.25,Bike,0,Within SLA,Short Distance
1266,75,449,Cancelled,45.16,37,34,11.32,Motorcycle,3,Within SLA,Long Distance
1267,1230,271,Pending,26.5,20,65,29.8,Electric Bike,0,Within SLA,Long Distance
1268,1344,17,On the way,14.15,48,66,44.3,Motorcycle,0,Within SLA,Medium Distance
1269,688,227,Pending,20.67,45,66,20.81,Electric Bike,0,Within SLA,Long Distance
1270,1012,320,Cancelled,49.48,25,57,18.2,Electric Bike,0,Within SLA,Long Distance
1271,1326,217,Delivered,29.5,55,50,38.77,Motorcycle,5,Within SLA,Long Distance
1272,1223,414,Delivered,26.65,29,42,6.12,Motorcycle,0,Within SLA,Long Distance
1273,1460,8,Delivered,13.81,49,50,23.69,Moped,0,Within SLA,Medium Distance
1274,404,485,Pending,19.14,18,41,30.72,Moped,0,Within SLA,Medium Distance
1275,705,186,Pending,44.3,30,53,7.2,Scooter,0,Within SLA,Long Distance
1276,1096,303,On the way,44.8,47,54,46.7,Motorcycle,0,Within SLA,Long Distance
1277,448,311,Cancelled,32.11,42,69,26.22,Motorcycle,0,Within SLA,Long Distance
1278,147,37,Delivered,43.51,45,27,24.74,Electric Scooter,18,Breached,Long Distance
1279,795,125,Cancelled,36.88,25,52,42.9,Bike,0,Within SLA,Long Distance
1280,288,241,Delivered,2.52,30,55,46.75,Moped,0,Within SLA,Short Distance
1281,77,331,Cancelled,13.08,37,52,37.97,Scooter,0,Within SLA,Medium Distance
1282,173,44,Delivered,41.71,31,43,33.98,Motorcycle,0,Within SLA,Long Distance
1283,1443,52,Delivered,46.11,45,29,25.64,Moped,16,Breached,Long Distance
1284,578,150,Delivered,8.81,37,46,22.38,Scooter,0,Within SLA,Medium Distance
1285,362,99,Pending,31.15,50,51,8.14,Electric Scooter,0,Within SLA,Long Distance
1286,1275,158,Delivered,29.91,57,61,6.98,Scooter,0,Within SLA,Long Distance
1287,461,185,Pending,35.34,22,39,43.24,Bike,0,Within SLA,Long Distance
1288,104,134,Pending,15.89,26,54,2.47,Scooter,0,Within SLA,Medium Distance
1289,608,15,Pending,43.49,49,24,12.01,Scooter,25,Breached,Long Distance
1290,970,478,Cancelled,32.31,23,33,34.79,Motorcycle,0,Within SLA,Long Distance
1291,856,226,On the way,17.78,58,70,39.86,Bike,0,Within SLA,Medium Distance
1292,748,381,Pending,1.38,18,63,49.58,Scooter,0,Within SLA,Short Distance
1293,1147,187,Pending,10.04,21,50,14.33,Electric Bike,0,Within SLA,Medium Distance
1294,1015,387,Cancelled,43.84,50,34,10,Electric Scooter,16,Breached,Long Distance
