order_id,customer_id,restaurant_id,order_date,delivery_time,order_status,total_amount,payment_mode,feedback_rating,total_fulfillment_minutes,discount_applied
795,130,116,28-02-2024 18:35,28-02-2024 19:31,Pending,4740.33,Credit Card,3.02,56,10.67
796,352,37,16-08-2024 08:14,16-08-2024 08:57,Delivered,2719.09,UPI,3.19,43,22.05
797,294,24,10-06-2024 17:44,10-06-2024 19:01,Delivered,2695.77,Cash,3.71,77,10.24
798,249,49,11-01-2025 13:43,11-01-2025 14:28,Pending,1493.92,UPI,2.51,45,28.48
799,372,35,13-08-2023 15:58,13-08-2023 17:18,Delivered,3414.88,Cash,0.37,80,46.75
800,175,86,28-07-2024 18:07,28-07-2024 19:04,Cancelled,2109.07,Cash,0.54,57,31.65
801,298,171,15-05-2024 20:17,15-05-2024 20:53,Delivered,1677.37,Cash,1.53,36,19.95
802,433,90,03-05-2024 07:40,03-05-2024 08:15,Pending,3574.18,Cash,2.59,35,31.14
803,247,48,30-04-2025 19:43,30-04-2025 20:27,Pending,358.31,Cash,4.1,44,39.38
804,283,106,27-12-2024 17:18,27-12-2024 17:56,Delivered,2964.89,UPI,1.53,38,21.43
805,146,96,23-02-2024 21:20,23-02-2024 22:12,Delivered,2876.85,Credit Card,0.99,52,45.14
806,273,95,27-03-2025 03:52,27-03-2025 04:28,Pending,3203.03,Cash,2.8,36,34.03
807,297,46,02-07-2024 04:31,02-07-2024 05:36,Cancelled,3441.06,UPI,3.05,65,30.6
808,186,90,14-05-2024 02:29,14-05-2024 03:02,Pending,1417.71,Credit Card,1.34,33,41.24
809,377,127,04-09-2024 15:14,04-09-2024 16:08,Delivered,3121.79,Cash,3.56,54,12.7
810,367,44,08-08-2023 16:17,08-08-2023 17:41,Delivered,4154.03,Cash,2.59,84,44.8
811,493,44,10-02-2025 10:16,10-02-2025 11:21,Delivered,4345.25,UPI,1.37,65,29.45
812,25,4,25-11-2023 06:10,25-11-2023 07:18,Cancelled,1049.57,UPI,3.8,68,35.78
813,461,124,04-01-2024 22:40,04-01-2024 23:23,Delivered,1799.56,Cash,3.35,43,0.8
814,39,191,25-04-2024 01:45,25-04-2024 02:47,Cancelled,3679.92,Credit Card,2.47,62,11.69
815,117,154,12-04-2025 21:52,12-04-2025 23:08,Pending,3101.12,UPI,3.79,76,7.34
816,497,51,27-07-2023 17:19,27-07-2023 18:17,Cancelled,4856.85,Credit Card,2.92,58,24
817,127,45,21-02-2025 01:36,21-02-2025 02:34,Delivered,4567.1,Credit Card,3.53,58,35.64
818,365,152,04-08-2024 02:45,04-08-2024 03:16,Pending,4006.47,Credit Card,2.47,31,15.09
819,320,84,23-03-2024 16:44,23-03-2024 17:43,Cancelled,927.85,Cash,2.87,59,26.27
820,201,184,11-02-2024 17:40,11-02-2024 18:19,Pending,3053.25,UPI,2.49,39,5.32
821,204,61,21-03-2025 00:53,21-03-2025 02:04,Cancelled,664,Cash,2.77,71,12.58
822,498,177,01-06-2024 23:57,02-06-2024 01:01,Pending,3344.29,UPI,1.04,64,32.88
823,412,81,30-10-2024 16:59,30-10-2024 18:07,Cancelled,559.24,UPI,2.34,68,4.62
824,309,99,12-10-2023 06:10,12-10-2023 07:27,Delivered,2379.85,Credit Card,1.96,77,12.7
825,211,5,26-02-2025 22:42,26-02-2025 23:48,Pending,1504.98,Credit Card,4,66,5.88
826,399,71,11-02-2024 02:52,11-02-2024 03:23,Pending,3043.89,Cash,1.14,31,18.25
827,98,138,11-04-2025 06:04,11-04-2025 07:00,Delivered,1628.56,Cash,1.75,56,46.21
828,205,178,28-02-2024 23:53,29-02-2024 01:21,Delivered,2399.19,UPI,2.14,88,30.42
829,101,76,07-09-2023 22:50,07-09-2023 23:38,Cancelled,1451.82,Credit Card,4.24,48,28.22
830,255,46,10-11-2023 02:04,10-11-2023 02:36,Pending,216.08,Credit Card,1.09,32,40.47
831,492,13,06-07-2024 22:25,06-07-2024 23:11,Cancelled,4619.13,Cash,1.4,46,36.53
832,344,150,07-06-2025 09:47,07-06-2025 10:54,Cancelled,2963.6,UPI,0.74,67,46.02
833,11,20,19-10-2023 03:36,19-10-2023 04:53,Pending,4735.24,Credit Card,3.02,77,5.59
834,122,127,25-12-2023 05:58,25-12-2023 06:30,Pending,1148.99,UPI,1.18,32,32.9
835,121,44,27-08-2024 08:45,27-08-2024 09:38,Delivered,4899.25,Credit Card,1.51,53,46.9
836,484,16,31-12-2023 10:21,31-12-2023 11:02,Cancelled,2043.21,Cash,0.98,41,41.55
837,180,115,22-05-2024 23:38,23-05-2024 00:35,Delivered,2779.51,UPI,0.86,57,0.58
838,195,182,28-02-2025 17:18,28-02-2025 18:14,Cancelled,208,Credit Card,4.26,56,4.7
839,467,154,11-11-2023 05:52,11-11-2023 06:23,Delivered,29.64,Credit Card,4.55,31,10.31
840,346,91,05-02-2025 14:26,05-02-2025 15:49,Cancelled,1186.42,Cash,3.44,83,9.55
841,110,68,07-03-2024 00:32,07-03-2024 01:13,Cancelled,642.19,UPI,3.2,41,5.06
842,72,127,05-07-2025 05:27,05-07-2025 06:45,Cancelled,2705.63,Cash,2.89,78,20.67
843,406,115,24-01-2025 08:54,24-01-2025 10:19,Delivered,3681.03,Credit Card,3.57,85,41.63
844,494,20,17-12-2023 17:17,17-12-2023 18:39,Delivered,2906.76,Credit Card,1.94,82,8.53
845,397,87,27-11-2024 15:45,27-11-2024 16:18,Pending,4518.15,Credit Card,4.67,33,26.57
846,218,116,31-12-2024 11:10,31-12-2024 11:47,Delivered,1895.11,UPI,0.37,37,21.76
847,235,59,04-12-2023 09:41,04-12-2023 10:45,Cancelled,1659.1,Credit Card,4.21,64,39.38
848,250,47,18-07-2023 20:22,18-07-2023 21:30,Cancelled,3246.95,UPI,2.66,68,24.29
849,57,179,25-09-2024 05:49,25-09-2024 06:49,Pending,4856.44,Credit Card,0.69,60,10.44
850,428,88,14-01-2024 05:08,14-01-2024 06:26,Pending,3201.91,UPI,4.86,78,3.25
851,135,182,21-12-2024 07:38,21-12-2024 09:06,Pending,1169.39,Cash,0.9,88,12.43
852,180,8,26-08-2024 20:29,26-08-2024 21:06,Delivered,59.92,Credit Card,0.73,37,20.82
853,243,181,28-03-2024 17:46,28-03-2024 18:36,Pending,249.31,UPI,0.51,50,19.19
854,41,113,05-03-2024 12:05,05-03-2024 13:22,Cancelled,3366.94,UPI,3.56,77,9.63
855,497,139,25-08-2024 08:09,25-08-2024 09:23,Cancelled,2439.88,Cash,4.96,74,27.19
856,459,17,18-11-2024 02:54,18-11-2024 04:08,Delivered,3633.13,Cash,0.85,74,40.75
857,234,15,10-02-2024 17:52,10-02-2024 18:47,Cancelled,909.13,UPI,2.34,55,29.28
858,167,178,29-11-2024 17:02,29-11-2024 18:22,Cancelled,1625.6,UPI,1.35,80,14.59
859,364,104,15-12-2023 12:24,15-12-2023 13:39,Pending,3496.09,Cash,4.33,75,6.24
860,88,68,15-05-2024 23:03,15-05-2024 23:57,Delivered,572.85,UPI,4.8,54,19.51
861,126,86,11-10-2024 16:20,11-10-2024 17:10,Cancelled,1216.94,Cash,4.26,50,21.44
862,312,55,18-06-2025 16:51,18-06-2025 17:21,Cancelled,2790.99,Cash,3.1,30,40.81
863,229,173,23-08-2024 10:07,23-08-2024 11:27,Cancelled,4016.32,UPI,1.49,80,4.45
864,172,66,05-12-2024 04:32,05-12-2024 05:14,Delivered,2864.18,Cash,1.44,42,42
865,376,61,08-01-2024 19:20,08-01-2024 20:25,Cancelled,2389.43,Credit Card,2.36,65,48.84
866,69,118,05-08-2024 05:26,05-08-2024 06:47,Cancelled,693.67,Cash,2.07,81,42.42
867,404,183,11-06-2025 04:05,11-06-2025 05:24,Delivered,919.27,Credit Card,0.22,79,19.54
868,189,83,31-01-2025 02:19,31-01-2025 03:25,Cancelled,3198.62,UPI,0.34,66,10.07
869,87,186,08-02-2024 19:48,08-02-2024 20:32,Cancelled,1751.72,Cash,4.9,44,16.58
870,189,173,31-12-2024 18:38,31-12-2024 19:22,Cancelled,613.87,UPI,1.7,44,31.49
871,450,180,12-08-2023 14:39,12-08-2023 16:06,Pending,1466.62,UPI,4.63,87,47.35
872,463,142,29-11-2024 21:39,29-11-2024 22:54,Delivered,4277.53,UPI,3.25,75,40.36
873,111,123,17-11-2024 02:28,17-11-2024 03:40,Pending,3734.42,Credit Card,2.83,72,28.9
874,117,66,13-05-2024 13:40,13-05-2024 14:12,Delivered,4818.92,Cash,4.41,32,44.76
875,79,92,27-10-2023 08:45,27-10-2023 10:05,Pending,3869.69,Credit Card,2.25,80,0.75
876,26,129,26-11-2024 11:39,26-11-2024 12:33,Cancelled,525.48,Cash,1.03,54,45.38
877,208,152,07-02-2024 18:39,07-02-2024 19:38,Delivered,4596.99,Credit Card,1.7,59,10.68
878,86,9,09-02-2024 07:31,09-02-2024 09:00,Pending,2781.2,Cash,2.67,89,49.89
879,304,198,06-08-2023 03:41,06-08-2023 04:55,Delivered,1498.88,Cash,0.74,74,48.52
880,45,89,22-08-2023 00:35,22-08-2023 01:57,Pending,2658.35,Credit Card,0.12,82,16.5
881,431,36,03-03-2024 19:51,03-03-2024 21:08,Delivered,153.49,Cash,2.36,77,22.34
882,342,103,01-05-2024 06:20,01-05-2024 07:04,Pending,1839.64,UPI,3.67,44,32.71
883,43,94,18-01-2024 21:46,18-01-2024 22:35,Delivered,3583.38,UPI,3.14,49,42.31
884,474,10,23-11-2023 14:22,23-11-2023 15:04,Delivered,1421.17,Cash,1.8,42,2.92
885,254,119,23-02-2024 09:19,23-02-2024 09:51,Pending,610.25,Cash,1.51,32,17.75
886,349,72,04-07-2025 03:52,04-07-2025 04:40,Cancelled,2294.66,Credit Card,2.64,48,7.36
887,371,23,16-05-2025 00:56,16-05-2025 01:37,Delivered,612.89,Credit Card,4.91,41,40.8
888,321,170,22-02-2025 13:11,22-02-2025 14:32,Pending,438.12,UPI,0.85,81,30.5
889,496,3,14-05-2025 05:51,14-05-2025 06:56,Cancelled,3391.8,Credit Card,2.75,65,12.25
890,454,117,14-07-2024 14:19,14-07-2024 15:26,Pending,726.91,UPI,0.02,67,13.52
891,247,29,22-02-2025 01:11,22-02-2025 01:52,Cancelled,639.73,Credit Card,4.13,41,36.56
892,137,58,11-07-2025 05:05,11-07-2025 06:08,Cancelled,1476.49,Credit Card,0.89,63,39.18
893,387,85,25-12-2024 07:59,25-12-2024 08:38,Cancelled,3745.03,Cash,2.05,39,14.32
894,163,154,17-04-2024 19:32,17-04-2024 20:33,Pending,2079.78,Cash,0.3,61,15.09
895,358,104,26-12-2023 07:13,26-12-2023 08:30,Cancelled,79.33,Credit Card,2.59,77,25.95
896,6,47,19-09-2023 05:29,19-09-2023 06:13,Cancelled,1925.21,Credit Card,4,44,15.79
897,152,195,03-11-2023 13:52,03-11-2023 14:23,Cancelled,3939.63,Cash,1.73,31,29.68
898,289,146,25-11-2024 12:05,25-11-2024 12:39,Pending,2425.83,Credit Card,0.28,34,15.29
899,140,199,04-01-2024 21:27,04-01-2024 22:48,Cancelled,275.01,Cash,2.2,81,11.38
900,114,140,28-08-2023 02:45,28-08-2023 03:43,Delivered,3572.2,Credit Card,2.01,58,8.58
901,345,40,17-12-2024 07:28,17-12-2024 08:47,Cancelled,863.29,UPI,0.5,79,41.95
902,144,86,28-04-2025 22:22,28-04-2025 23:24,Pending,3284.92,Credit Card,3.65,62,16.55
903,347,167,04-08-2024 05:46,04-08-2024 06:51,Pending,600.99,Cash,2.03,65,44.79
904,434,84,23-05-2025 05:37,23-05-2025 06:39,Cancelled,2940.06,UPI,3.8,62,47.17
905,23,195,12-10-2024 09:09,12-10-2024 09:59,Pending,4758.74,Credit Card,3.81,50,3.65
906,493,101,18-05-2025 09:01,18-05-2025 09:43,Pending,3119.17,Credit Card,4.23,42,31
907,456,15,27-08-2024 12:14,27-08-2024 13:03,Cancelled,25.82,Credit Card,1.16,49,0.09
908,70,165,07-11-2024 13:19,07-11-2024 14:00,Cancelled,3566.89,Cash,1.66,41,5.91
909,81,124,23-05-2025 17:31,23-05-2025 18:13,Delivered,3489.06,Cash,2.46,42,40.86
910,396,150,12-04-2025 00:45,12-04-2025 01:36,Cancelled,2212.95,UPI,3.1,51,29.48
911,442,34,18-02-2025 02:05,18-02-2025 02:45,Cancelled,798.29,Cash,4.64,40,12.97
912,470,141,19-07-2024 19:01,19-07-2024 20:29,Pending,1617.48,Credit Card,4.72,88,6.12
913,449,38,06-01-2025 14:26,06-01-2025 15:26,Cancelled,1340.88,Credit Card,0.16,60,24.88
914,223,109,04-06-2025 22:55,05-06-2025 00:21,Pending,2458.84,Credit Card,0.24,86,8.27
915,462,36,10-05-2024 12:39,10-05-2024 13:53,Delivered,4135.58,UPI,4.02,74,39.85
916,322,170,17-09-2023 17:27,17-09-2023 18:39,Pending,2638.53,Credit Card,4.36,72,37.85
917,237,146,08-04-2024 04:39,08-04-2024 05:55,Cancelled,4609.32,UPI,1.66,76,48.4
918,252,19,03-11-2023 21:02,03-11-2023 22:19,Cancelled,4546.77,UPI,0.66,77,29.82
919,377,9,29-09-2024 06:23,29-09-2024 07:51,Cancelled,548.36,Credit Card,2.53,88,46.03
920,354,132,28-09-2023 04:56,28-09-2023 06:21,Delivered,721.13,Cash,3.43,85,5.64
921,64,90,12-03-2024 21:49,12-03-2024 22:44,Cancelled,3802.54,Cash,2.77,55,5.68
922,484,19,05-09-2024 22:53,05-09-2024 23:25,Pending,27.92,Credit Card,2.56,32,27.92
923,471,137,15-05-2024 00:30,15-05-2024 01:17,Pending,2013.47,Cash,2.87,47,30.89
924,366,107,02-06-2025 14:22,02-06-2025 15:32,Delivered,1997.5,UPI,1.6,70,23.9
925,65,106,21-08-2024 23:40,22-08-2024 00:43,Delivered,3851.21,Credit Card,3.4,63,46.36
926,494,47,13-11-2023 02:32,13-11-2023 03:08,Pending,9.82,UPI,0.83,36,9.82
927,392,191,19-08-2023 23:19,20-08-2023 00:04,Pending,2395.71,Cash,0.97,45,42.33
928,286,52,04-05-2024 10:10,04-05-2024 11:14,Delivered,3184.58,Cash,1.24,64,42.97
929,397,17,09-05-2024 20:21,09-05-2024 21:34,Delivered,2484.47,Credit Card,3.32,73,34.76
930,145,42,13-02-2024 17:35,13-02-2024 19:01,Cancelled,4513.4,Cash,3.07,86,40.45
931,177,14,07-01-2024 02:41,07-01-2024 03:57,Delivered,2841.66,Cash,0.77,76,15.42
932,323,176,28-03-2024 04:17,28-03-2024 05:05,Delivered,85.54,UPI,4.3,48,11.56
933,410,147,14-10-2024 01:08,14-10-2024 02:10,Cancelled,2375.2,Cash,1.51,62,47.95
934,285,46,31-05-2024 19:24,31-05-2024 20:24,Delivered,2779.71,Credit Card,3.62,60,33.39
935,238,41,27-06-2025 03:45,27-06-2025 04:46,Pending,3765.74,Cash,3.69,61,14.43
936,185,183,19-05-2025 01:52,19-05-2025 03:06,Cancelled,2085.08,Credit Card,4.19,74,19.87
937,370,129,13-02-2025 04:08,13-02-2025 04:40,Cancelled,1006.67,Cash,2.1,32,22.4
938,476,111,23-01-2025 14:10,23-01-2025 14:52,Delivered,4059.12,Credit Card,3.34,42,29.69
939,13,193,31-12-2024 14:40,31-12-2024 16:04,Pending,2807.6,Cash,3.6,84,32.27
940,283,172,29-12-2024 19:03,29-12-2024 19:45,Delivered,263.91,Cash,0.19,42,36.66
941,243,91,25-10-2024 09:27,25-10-2024 10:25,Delivered,4506.02,Cash,0.25,58,49.21
942,407,102,16-08-2023 20:28,16-08-2023 21:04,Pending,3453.39,Cash,2.08,36,9.71
943,488,34,09-08-2023 04:23,09-08-2023 05:47,Cancelled,1261.44,Credit Card,4.15,84,15.86
944,205,35,09-09-2023 03:35,09-09-2023 04:14,Delivered,2425.78,Credit Card,1.69,39,6.05
945,79,4,12-06-2024 02:36,12-06-2024 03:47,Pending,226.27,Cash,4.11,71,0.34
946,85,82,11-08-2024 20:53,11-08-2024 22:07,Cancelled,3744.73,Cash,1.01,74,19.82
947,230,127,03-07-2025 02:06,03-07-2025 03:19,Delivered,3093.35,UPI,1.45,73,47.3
948,456,193,23-08-2023 23:58,24-08-2023 01:00,Cancelled,3272.72,Cash,1.46,62,24.94
949,39,142,23-11-2023 17:03,23-11-2023 17:44,Pending,459.7,Cash,1.52,41,2.96
950,199,31,26-02-2024 23:38,27-02-2024 00:45,Delivered,4835.96,UPI,2.93,67,21.57
951,344,33,10-08-2023 21:18,10-08-2023 22:17,Cancelled,939.31,Credit Card,4.84,59,9.18
952,393,123,13-02-2024 00:11,13-02-2024 01:39,Cancelled,4871.47,UPI,2.15,88,19.11
953,34,148,05-07-2025 06:52,05-07-2025 08:01,Delivered,4639.26,UPI,3.51,69,33.4
954,338,39,26-12-2024 10:54,26-12-2024 11:58,Pending,4368.3,Cash,2.71,64,27.03
955,148,162,07-06-2025 15:55,07-06-2025 16:53,Cancelled,3490.54,Cash,4.66,58,33.32
956,290,127,10-02-2025 04:09,10-02-2025 05:08,Cancelled,1093.24,UPI,1.67,59,18.35
957,319,14,13-11-2023 23:56,14-11-2023 01:13,Pending,4037.41,Credit Card,1.98,77,46.05
958,274,61,12-01-2024 07:30,12-01-2024 08:38,Delivered,3198.45,Credit Card,1.84,68,25.24
959,383,104,28-10-2023 07:49,28-10-2023 09:10,Pending,1397.13,UPI,0.11,81,15.33
960,333,110,21-03-2025 12:44,21-03-2025 13:52,Delivered,3369.02,UPI,0.63,68,17.04
961,113,170,29-06-2025 21:03,29-06-2025 22:22,Cancelled,91.33,Cash,2.07,79,36.48
962,421,119,14-04-2025 19:09,14-04-2025 19:52,Pending,4899.19,Cash,0.16,43,23.57
963,126,181,05-07-2024 11:37,05-07-2024 12:11,Pending,4085.58,Credit Card,1.83,34,8.88
964,263,126,05-11-2023 18:55,05-11-2023 19:59,Pending,36.24,Cash,1.02,64,24.98
965,404,43,22-01-2024 06:10,22-01-2024 07:20,Cancelled,4971.45,UPI,3.51,70,13.43
966,351,120,06-10-2024 17:44,06-10-2024 18:25,Pending,2196.81,UPI,0.54,41,7.77
967,289,170,03-09-2024 00:35,03-09-2024 01:05,Cancelled,1409.76,Credit Card,1.36,30,35.9
968,144,99,30-07-2023 10:11,30-07-2023 11:33,Delivered,1702.12,Cash,4.98,82,28.56
969,29,98,20-04-2024 04:49,20-04-2024 05:46,Cancelled,3744.17,Cash,0.19,57,45.88
970,417,3,06-02-2024 19:13,06-02-2024 19:56,Pending,3603.4,Cash,3.39,43,24.64
971,108,1,04-01-2025 19:38,04-01-2025 20:21,Delivered,576.12,UPI,2.34,43,45.75
972,292,119,15-07-2024 05:03,15-07-2024 05:41,Delivered,3835.32,UPI,0.72,38,48.67
973,39,160,21-12-2023 00:37,21-12-2023 01:41,Cancelled,2921.18,Cash,3.05,64,42.49
974,436,56,27-02-2025 11:36,27-02-2025 12:16,Delivered,3974.1,Credit Card,2.45,40,38.54
975,417,83,07-11-2024 13:08,07-11-2024 14:11,Pending,1880.21,Cash,4.79,63,32.29
976,174,3,08-10-2024 11:45,08-10-2024 12:32,Pending,81.02,Cash,2.73,47,27.39
977,150,48,27-07-2024 05:11,27-07-2024 05:43,Cancelled,1449.72,Cash,1.6,32,30.02
978,363,194,01-06-2025 08:26,01-06-2025 09:25,Cancelled,737.01,Cash,2.6,59,38.19
979,449,200,23-06-2025 14:24,23-06-2025 15:18,Cancelled,3111.28,Credit Card,1.02,54,25.59
980,294,119,03-11-2023 15:18,03-11-2023 16:16,Pending,1618.41,Cash,2.7,58,30.5
981,143,44,01-11-2024 22:12,01-11-2024 23:13,Cancelled,3148.02,Credit Card,0.26,61,39.15
982,63,196,06-01-2024 07:34,06-01-2024 08:52,Cancelled,1845.69,UPI,4.05,78,13.01
983,109,38,15-06-2024 04:03,15-06-2024 04:56,Pending,582.25,Cash,0.91,53,9.55
984,473,159,02-07-2024 07:05,02-07-2024 07:47,Pending,3730.42,Credit Card,3.04,42,26.1
985,256,54,22-06-2025 10:23,22-06-2025 11:03,Pending,3215.6,Cash,0.3,40,0.62
986,145,180,23-12-2024 14:51,23-12-2024 15:44,Pending,1204.28,Credit Card,4.98,53,35.41
987,183,27,02-05-2025 03:47,02-05-2025 04:34,Cancelled,2817.24,Cash,2.63,47,33.32
988,257,149,07-04-2024 15:34,07-04-2024 16:48,Delivered,3625.16,UPI,1.12,74,48.54
989,150,116,30-12-2024 00:05,30-12-2024 00:48,Pending,1132,Credit Card,0.84,43,45.96
990,189,178,30-10-2023 09:04,30-10-2023 10:00,Pending,1753.26,UPI,2.12,56,25.36
991,39,40,01-04-2025 21:50,01-04-2025 22:35,Cancelled,870.61,Credit Card,1,45,18.14
992,413,14,24-05-2025 10:53,24-05-2025 11:44,Delivered,50.45,Credit Card,2.44,51,40.32
993,266,190,21-08-2023 01:42,21-08-2023 02:56,Delivered,3033.11,Credit Card,1.26,74,28
994,132,188,28-02-2025 09:16,28-02-2025 10:10,Cancelled,393.83,Cash,0.6,54,37.07
995,5,176,12-02-2025 09:06,12-02-2025 10:14,Cancelled,1389.62,Credit Card,4.53,68,32.49
996,442,43,12-11-2023 18:01,12-11-2023 19:05,Pending,2847.06,Credit Card,4.32,64,25.11
997,139,165,25-06-2024 12:10,25-06-2024 12:58,Pending,1945.86,Credit Card,3.92,48,31.42
998,40,197,06-09-2024 11:21,06-09-2024 12:25,Pending,2741.42,UPI,1.13,64,12.25
999,276,1,07-12-2024 13:01,07-12-2024 13:46,Pending,1507.29,Cash,4.89,45,16.15
1000,264,27,17-05-2024 23:20,18-05-2024 00:01,Cancelled,3347.93,Credit Card,1.47,41,0.78
1001,422,52,29-05-2025 22:55,29-05-2025 23:43,Delivered,4195.36,Credit Card,4.84,48,49.49
1002,277,17,20-10-2024 04:03,20-10-2024 05:03,Cancelled,912.36,Credit Card,3.73,60,29.43
1003,48,124,28-06-2024 00:26,28-06-2024 01:21,Delivered,1559.57,Cash,0.71,55,22.27
1004,460,106,14-06-2025 22:21,14-06-2025 23:23,Delivered,1325.15,Cash,3.53,62,41.57
1005,333,152,12-02-2025 08:58,12-02-2025 10:15,Pending,804.96,Cash,4.69,77,30.58
1006,418,144,28-07-2023 14:52,28-07-2023 16:00,Delivered,3340.63,UPI,4.28,68,18.4
1007,259,124,03-09-2023 05:39,03-09-2023 07:09,Cancelled,4808.16,UPI,4.32,90,43.37
1008,409,177,29-08-2023 18:53,29-08-2023 20:16,Cancelled,2948.21,UPI,4.27,83,16.05
1009,190,33,21-05-2025 17:01,21-05-2025 17:41,Pending,660.93,Credit Card,1.42,40,46.57
1010,234,26,02-04-2025 19:44,02-04-2025 21:03,Pending,1055.23,Credit Card,2.99,79,37.74
1011,496,104,07-10-2023 02:30,07-10-2023 03:25,Cancelled,2109.96,UPI,4.43,55,10.65
1012,489,16,18-09-2023 19:52,18-09-2023 21:22,Cancelled,1353.7,UPI,4.28,90,49.51
1013,334,37,10-04-2024 02:21,10-04-2024 02:57,Pending,2157.67,Credit Card,1,36,20.09
1014,215,128,12-03-2025 00:10,12-03-2025 00:41,Delivered,3618.72,Cash,0.07,31,15.66
1015,255,77,02-10-2023 12:03,02-10-2023 13:18,Delivered,966.04,UPI,4.21,75,40.13
1016,4,52,19-11-2023 19:03,19-11-2023 20:02,Delivered,2428.28,UPI,1.37,59,6.06
1017,169,5,06-09-2024 18:11,06-09-2024 19:04,Cancelled,3320.5,Cash,1.53,53,42.38
1018,401,187,20-03-2024 08:09,20-03-2024 08:53,Pending,540.59,Cash,3.44,44,36.05
1019,223,103,16-10-2023 22:23,16-10-2023 23:27,Delivered,2793.61,Credit Card,4.77,64,15.44
1020,80,117,20-08-2024 08:38,20-08-2024 09:15,Pending,3204.11,Cash,2.34,37,40.65
1021,417,99,08-07-2024 15:35,08-07-2024 16:34,Pending,3848.42,Credit Card,3.9,59,8.31
1022,185,34,25-02-2025 15:02,25-02-2025 16:25,Delivered,2772.84,Credit Card,2.25,83,21.79
1023,297,180,17-04-2024 09:10,17-04-2024 10:25,Cancelled,3489.21,UPI,4.87,75,41.36
1024,390,33,23-12-2024 04:39,23-12-2024 05:45,Cancelled,2019.72,Cash,3.05,66,15.62
1025,464,62,21-05-2025 02:32,21-05-2025 03:15,Cancelled,317.83,UPI,4.56,43,38.86
1026,398,8,21-05-2024 09:42,21-05-2024 10:44,Pending,4846.35,UPI,2.91,62,4.43
1027,184,81,28-10-2023 21:37,28-10-2023 22:40,Pending,4985.4,Credit Card,3.05,63,49.47
1028,312,173,14-07-2023 09:39,14-07-2023 11:04,Cancelled,3036.5,Credit Card,0.19,85,22.16
1029,302,33,26-03-2025 22:31,26-03-2025 23:51,Pending,1759.66,UPI,0.15,80,15.16
1030,326,13,27-09-2023 03:55,27-09-2023 04:36,Cancelled,1590.71,Credit Card,2.73,41,3.96
1031,382,179,20-11-2024 06:45,20-11-2024 07:27,Delivered,1350.39,Credit Card,4.18,42,44.49
1032,438,51,12-08-2024 01:52,12-08-2024 02:25,Delivered,2463.04,Cash,1.73,33,48.22
1033,43,84,02-09-2023 17:42,02-09-2023 19:11,Delivered,2815.64,Cash,3.61,89,23.35
1034,92,102,26-04-2025 14:16,26-04-2025 15:28,Delivered,2664.93,UPI,0.06,72,6.12
1035,488,56,14-05-2024 16:36,14-05-2024 17:27,Cancelled,1127.86,Credit Card,3.42,51,24.57
1036,253,119,12-05-2025 02:11,12-05-2025 03:06,Delivered,1241.1,Cash,1,55,45.09
1037,443,190,24-10-2023 09:07,24-10-2023 09:50,Pending,1663.66,UPI,3.27,43,49.8
1038,262,110,25-09-2023 04:31,25-09-2023 05:08,Pending,2442.69,UPI,4.12,37,26.35
1039,344,2,27-11-2024 21:01,27-11-2024 21:39,Delivered,2035.93,Credit Card,1.16,38,49.62
1040,420,129,14-01-2025 05:43,14-01-2025 06:33,Cancelled,3426.12,Cash,0.66,50,38
1041,21,184,04-08-2023 12:41,04-08-2023 14:01,Cancelled,771.29,Credit Card,3.94,80,4.39
1042,153,75,03-10-2024 02:58,03-10-2024 03:57,Delivered,2197.84,Credit Card,3.6,59,32.33
1043,222,26,25-08-2023 23:37,26-08-2023 00:32,Delivered,3410.78,Cash,0.5,55,21.19
1044,93,167,04-11-2024 15:08,04-11-2024 16:03,Delivered,651.12,UPI,0.36,55,13.31
1045,453,110,21-11-2023 17:00,21-11-2023 18:03,Cancelled,3674,Credit Card,0.1,63,5.43
1046,373,83,17-03-2025 03:34,17-03-2025 04:10,Delivered,4388.37,Credit Card,2.12,36,3.22
1047,325,88,15-03-2025 14:41,15-03-2025 16:09,Pending,1055.15,Credit Card,2.14,88,48.59
1048,126,2,06-08-2024 00:17,06-08-2024 01:38,Pending,4339.06,UPI,4.72,81,13.37
1049,317,126,01-06-2024 20:43,01-06-2024 21:56,Pending,4121.82,Credit Card,3.34,73,16.63
1050,362,171,17-07-2023 22:09,17-07-2023 22:51,Cancelled,3374.34,Cash,0.94,42,12.57
1051,92,8,02-02-2025 18:15,02-02-2025 19:26,Delivered,22.05,Cash,2.46,71,22.05
1052,329,179,26-12-2023 23:27,27-12-2023 00:26,Cancelled,911.89,Credit Card,0.25,59,24.89
1053,119,129,02-09-2024 22:21,02-09-2024 23:31,Pending,3325.85,Cash,3.48,70,48.87
1054,332,108,16-08-2023 10:17,16-08-2023 11:42,Cancelled,1138.52,Cash,4.13,85,1.69
1055,341,97,27-01-2024 08:11,27-01-2024 09:23,Delivered,516.18,Cash,1.29,72,46.78
1056,133,33,24-05-2024 11:11,24-05-2024 11:58,Cancelled,3043.88,UPI,0.58,47,16.88
1057,363,81,24-03-2025 17:20,24-03-2025 18:17,Cancelled,941.24,UPI,4.75,57,16.8
1058,127,114,10-10-2024 00:24,10-10-2024 01:45,Cancelled,2102.24,Cash,0.08,81,13.82
